2020-09-27 10:09:25,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-27 01:13:49,"b'RT @hkladyliberty: \xe2\x9b\xb0\xf0\x9f\x93\x95 #ClimbingReadingClub\n\n#LadyLibertyHK is launching a #comic series collaborating with local artist ""Ah To""!! Please sh\xe2\x80\xa6'"
2020-09-27 01:13:24,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-26 20:32:58,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-26 20:14:50,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-26 17:18:36,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-26 17:02:22,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-26 03:46:29,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-26 02:48:35,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-26 00:03:50,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-25 23:09:47,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-25 16:58:19,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-25 16:23:12,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-25 12:55:44,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-25 08:10:02,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-25 02:30:51,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 20:21:09,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 20:17:16,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 19:31:41,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 15:24:28,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 12:57:55,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 07:10:22,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 05:26:04,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 03:39:19,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-24 01:11:36,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-23 16:44:08,"b'RT @hkladyliberty: Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb https://t\xe2\x80\xa6'"
2020-09-23 15:25:00,"b'Law \xe2\x89\xa0 Justice\n\nEP3: Rock, No Paper, Scissors\n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #LadyLibertyHK x Ah To \n\nFull-size \xf0\x9f\x91\x89\xf0\x9f\x8f\xbb\xe2\x80\xa6 https://t.co/9aGbOucSdN'"
2020-09-22 22:48:10,"b'RT @hkladyliberty: \xe2\x9b\xb0\xf0\x9f\x93\x95 #ClimbingReadingClub\n\n#LadyLibertyHK is launching a #comic series collaborating with local artist ""Ah To""!! Please sh\xe2\x80\xa6'"
2020-09-22 22:45:34,"b'RT @hkladyliberty: When the powers are united, there can be no liberty\n- Montesquieu\n\nEP2: Mourn The Seagull \n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #\xe2\x80\xa6'"
2020-09-22 16:28:38,"b'RT @hkladyliberty: When the powers are united, there can be no liberty\n- Montesquieu\n\nEP2: Mourn The Seagull \n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\nby #\xe2\x80\xa6'"
2020-09-22 16:25:34,"b'When the powers are united, there can be no liberty\n- Montesquieu\n\nEP2: Mourn The Seagull \n\xe2\x9b\xb0\xe2\x9d\xa4\xef\xb8\x8f #ClimbingReadingClub\xe2\x80\xa6 https://t.co/cYjrtQ3zjs'"
2020-09-21 16:59:07,"b'\xe2\x9b\xb0\xf0\x9f\x93\x95 #ClimbingReadingClub\n\n#LadyLibertyHK is launching a #comic series collaborating with local artist ""Ah To""!! Plea\xe2\x80\xa6 https://t.co/UT4PRWPPUe'"
